"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","stage","reference","specificity","n_donors","donors_positive","donor_support","median_donor_effect"
0.00422368242920427,1.62415578670692,0.155,0.089,1,"CLSTN2","identity","migrating+mature",0.066,NA,NA,NA,NA
0.00428431710442477,0.587660778047803,0.777,0.851,1,"PPP2R2B","identity","migrating+mature",-0.074,NA,NA,NA,NA
0.00442373366569673,0.784382728106147,0.232,0.149,1,"FAM20C","identity","migrating+mature",0.083,NA,NA,NA,NA
0.0045170045047082,0.583773523715611,0.355,0.259,1,"GPR153","identity","migrating+mature",0.096,NA,NA,NA,NA
0.0047165291040483,1.15331978901032,0.152,0.082,1,"CARMIL1","identity","migrating+mature",0.07,NA,NA,NA,NA
0.00488748037269327,0.859530200900673,0.109,0.047,1,"CAMKMT","identity","migrating+mature",0.062,NA,NA,NA,NA
0.0050409551527077,0.87524670192107,0.158,0.085,1,"ATF5","identity","migrating+mature",0.073,NA,NA,NA,NA
0.00507169232105965,0.318274034084804,0.698,0.636,1,"FAM107B","identity","migrating+mature",0.062,NA,NA,NA,NA
0.00514515877518532,0.705032014223244,0.246,0.158,1,"CD320","identity","migrating+mature",0.088,NA,NA,NA,NA
0.00514939628652824,0.766901703021507,0.191,0.114,1,"RRAGD","identity","migrating+mature",0.077,NA,NA,NA,NA
0.00515537338416436,0.538342209728167,0.279,0.18,1,"ZDHHC2","identity","migrating+mature",0.099,NA,NA,NA,NA
0.00520306168224853,0.845380629644017,0.276,0.193,1,"AFF3","identity","migrating+mature",0.083,NA,NA,NA,NA
0.00552650373464403,0.840424065831334,0.226,0.142,1,"PIP5K1C","identity","migrating+mature",0.084,NA,NA,NA,NA
0.0056982462610328,0.778486327852935,0.279,0.196,1,"ST20","identity","migrating+mature",0.083,NA,NA,NA,NA
0.00572209011479983,0.829716641171421,0.103,0.044,1,"PAG1","identity","migrating+mature",0.059,NA,NA,NA,NA
0.00585063458466145,0.336490918763064,0.745,0.696,1,"AP1S1","identity","migrating+mature",0.049,NA,NA,NA,NA
0.00601623402986602,0.445726795826149,0.525,0.44,1,"PPM1K","identity","migrating+mature",0.085,NA,NA,NA,NA
0.00630723888500048,0.383344912989711,0.569,0.491,1,"NDRG4","identity","migrating+mature",0.078,NA,NA,NA,NA
0.00638601583310444,0.538179739042305,0.355,0.259,1,"SDHB","identity","migrating+mature",0.096,NA,NA,NA,NA
0.00651870653018771,0.566190908328033,0.422,0.316,1,"NRXN2","identity","migrating+mature",0.106,NA,NA,NA,NA
0.00679432130932239,0.809211229922488,0.138,0.073,1,"MYH9","identity","migrating+mature",0.065,NA,NA,NA,NA
0.00695912726472222,0.284232089732608,0.809,0.766,1,"CCDC167","identity","migrating+mature",0.043,NA,NA,NA,NA
0.00709105578975748,0.845702554974127,0.261,0.18,1,"FOXN3","identity","migrating+mature",0.081,NA,NA,NA,NA
0.00741017533228113,1.14877546340752,0.147,0.082,1,"KCNK10","identity","migrating+mature",0.065,NA,NA,NA,NA
0.00752050291219397,0.974405745389561,0.179,0.111,1,"ITPK1","identity","migrating+mature",0.068,NA,NA,NA,NA
0.00752597728470026,1.00118232686158,0.147,0.079,1,"FRAT1","identity","migrating+mature",0.068,NA,NA,NA,NA
0.00754113421942732,0.458285220546621,0.396,0.301,1,"DNM3","identity","migrating+mature",0.095,NA,NA,NA,NA
0.00754952910813695,0.590804152729775,0.252,0.171,1,"PATZ1","identity","migrating+mature",0.081,NA,NA,NA,NA
0.00758442608635249,0.87536959997134,0.188,0.114,1,"LZTS1","identity","migrating+mature",0.074,NA,NA,NA,NA
0.00773473454174968,0.607265621708321,0.252,0.168,1,"SLC25A22","identity","migrating+mature",0.084,NA,NA,NA,NA
0.00796881307892827,0.712637922092814,0.141,0.076,1,"BRI3BP","identity","migrating+mature",0.065,NA,NA,NA,NA
0.00806049569402554,0.887433862583118,0.155,0.089,1,"PTCHD1","identity","migrating+mature",0.066,NA,NA,NA,NA
0.00834401466811912,0.294975591952069,0.754,0.709,1,"CARHSP1","identity","migrating+mature",0.045,NA,NA,NA,NA
0.00842754558453069,0.512254223453379,0.343,0.256,1,"SCRN1","identity","migrating+mature",0.087,NA,NA,NA,NA
0.0086494019461797,0.789334333461326,0.302,0.222,1,"AFF2","identity","migrating+mature",0.08,NA,NA,NA,NA
0.00901999051254457,0.796558142140369,0.249,0.171,1,"FNDC4","identity","migrating+mature",0.078,NA,NA,NA,NA
0.00946206283553692,0.737232411357362,0.238,0.158,1,"TIAM1","identity","migrating+mature",0.08,NA,NA,NA,NA
0.00950669003391926,0.34192774777861,0.642,0.566,1,"EMC7","identity","migrating+mature",0.0760000000000001,NA,NA,NA,NA
0.00956578481259075,0.807319715263459,0.223,0.149,1,"PIGH","identity","migrating+mature",0.074,NA,NA,NA,NA
0.00960874972384742,0.427860018873925,0.598,0.528,1,"CADPS","identity","migrating+mature",0.07,NA,NA,NA,NA
0.00962308060377867,0.485925685154807,0.214,0.136,1,"TSPAN4","identity","migrating+mature",0.078,NA,NA,NA,NA
0.00969170677732155,1.05060668568528,0.111,0.054,1,"ZNF865","identity","migrating+mature",0.057,NA,NA,NA,NA
0.00972648590802534,0.331826211062208,0.692,0.674,1,"PAPSS1","identity","migrating+mature",0.0179999999999999,NA,NA,NA,NA
0.00988078406388601,0.774919307274788,0.235,0.158,1,"BAIAP2","identity","migrating+mature",0.077,NA,NA,NA,NA
0.0099084242810446,0.555635700459431,0.419,0.335,1,"KCNQ2","identity","migrating+mature",0.084,NA,NA,NA,NA
0.0100721021452318,0.746700715701351,0.29,0.212,1,"GPN3","identity","migrating+mature",0.078,NA,NA,NA,NA
0.0100824917956017,0.256125014601763,0.754,0.747,1,"MIAT","identity","migrating+mature",0.00700000000000001,NA,NA,NA,NA
0.0103599277761629,0.389414550374074,0.604,0.528,1,"TMEM219","identity","migrating+mature",0.076,NA,NA,NA,NA
0.0107198850162383,0.785811704012426,0.214,0.139,1,"LRRC26","identity","migrating+mature",0.075,NA,NA,NA,NA
0.010810487358178,1.40829541710893,0.103,0.051,1,"WDR89","identity","migrating+mature",0.052,NA,NA,NA,NA
0.0110614235245737,1.07949805888295,0.123,0.066,1,"SEZ6L","identity","migrating+mature",0.057,NA,NA,NA,NA
0.0110668244056673,0.270350268510063,0.716,0.671,1,"HRAS","identity","migrating+mature",0.0449999999999999,NA,NA,NA,NA
0.0111041594662083,1.43841429750342,0.106,0.054,1,"ASCL1","identity","migrating+mature",0.052,NA,NA,NA,NA
0.0113271094139524,0.258830222961578,0.733,0.652,1,"RAB1A","identity","migrating+mature",0.081,NA,NA,NA,NA
0.0117177385858605,0.453357443057635,0.543,0.481,1,"SELENOS","identity","migrating+mature",0.062,NA,NA,NA,NA
0.011896184260805,0.912633041280324,0.126,0.066,1,"LRRCC1","identity","migrating+mature",0.06,NA,NA,NA,NA
0.0120170628197107,0.716437909624711,0.226,0.146,1,"CKAP2","identity","migrating+mature",0.08,NA,NA,NA,NA
0.0122830227873421,0.728871481168816,0.191,0.12,1,"OTUD3","identity","migrating+mature",0.071,NA,NA,NA,NA
0.0124313811187853,0.426397004595608,0.364,0.278,1,"FBXW5","identity","migrating+mature",0.086,NA,NA,NA,NA
0.0129046362305093,0.743493653134905,0.185,0.117,1,"AC004943.2","identity","migrating+mature",0.068,NA,NA,NA,NA
0.0129926213038744,0.597521010983753,0.249,0.171,1,"DRAXIN","identity","migrating+mature",0.078,NA,NA,NA,NA
0.0132995709351932,0.345717783855375,0.657,0.601,1,"MRPS34","identity","migrating+mature",0.056,NA,NA,NA,NA
0.0134893360637369,0.417717600497987,0.39,0.297,1,"PTPRF","identity","migrating+mature",0.093,NA,NA,NA,NA
0.0135865252633209,1.5264224863116,0.109,0.057,1,"NR2F2","identity","migrating+mature",0.052,NA,NA,NA,NA
0.013639239435859,0.660872125157152,0.167,0.101,1,"SYT13","identity","migrating+mature",0.066,NA,NA,NA,NA
0.0136653811878973,0.305642559261151,0.537,0.443,1,"HCFC1R1","identity","migrating+mature",0.094,NA,NA,NA,NA
0.0138376969685039,0.85321002712095,0.138,0.079,1,"PRICKLE1","identity","migrating+mature",0.059,NA,NA,NA,NA
0.0139122306351189,0.282722235660842,0.777,0.737,1,"CDKN2D","identity","migrating+mature",0.04,NA,NA,NA,NA
0.0139266529657773,1.00327991581023,0.114,0.06,1,"VASP","identity","migrating+mature",0.054,NA,NA,NA,NA
0.0139806300102155,0.526601461247742,0.428,0.358,1,"BOLA3","identity","migrating+mature",0.07,NA,NA,NA,NA
0.0140585168502645,0.385958200773697,0.449,0.361,1,"LRRFIP1","identity","migrating+mature",0.088,NA,NA,NA,NA
0.0142933200241714,0.715107267028849,0.191,0.123,1,"DDX39A","identity","migrating+mature",0.068,NA,NA,NA,NA
0.0144878797006828,0.430157008009125,0.504,0.421,1,"L1CAM","identity","migrating+mature",0.083,NA,NA,NA,NA
0.014535876520527,0.774005033938135,0.147,0.085,1,"SELENON","identity","migrating+mature",0.062,NA,NA,NA,NA
0.0147728330090128,0.358174429406368,0.328,0.25,1,"SKIDA1","identity","migrating+mature",0.078,NA,NA,NA,NA
0.0149754641900538,0.931684482317882,0.191,0.127,1,"PLXNC1","identity","migrating+mature",0.064,NA,NA,NA,NA
0.015106156114078,0.425351179068238,0.513,0.44,1,"LIMD2","identity","migrating+mature",0.073,NA,NA,NA,NA
0.0151758147808294,0.840408679253459,0.176,0.111,1,"DACT1","identity","migrating+mature",0.065,NA,NA,NA,NA
0.0156765869139906,0.276263419241191,0.727,0.68,1,"TDG","identity","migrating+mature",0.0469999999999999,NA,NA,NA,NA
0.0163245875598755,0.482498779594275,0.103,0.051,1,"KBTBD11","identity","migrating+mature",0.052,NA,NA,NA,NA
0.016402691309609,0.795715155618394,0.179,0.114,1,"SLITRK5","identity","migrating+mature",0.065,NA,NA,NA,NA
0.0164935494905133,0.592775587879979,0.208,0.142,1,"TOB1","identity","migrating+mature",0.066,NA,NA,NA,NA
0.0165912235827214,0.350491440246963,0.724,0.671,1,"NUCB2","identity","migrating+mature",0.0529999999999999,NA,NA,NA,NA
0.0169478498350096,0.411481050896835,0.261,0.177,1,"PTPRN","identity","migrating+mature",0.084,NA,NA,NA,NA
0.0170304994127853,0.311033190992139,0.798,0.747,1,"CSRP2","identity","migrating+mature",0.051,NA,NA,NA,NA
0.017336342883326,0.275698829868716,0.742,0.69,1,"ZNHIT3","identity","migrating+mature",0.052,NA,NA,NA,NA
0.0178578684089003,0.34932567301787,0.428,0.342,1,"PRPSAP1","identity","migrating+mature",0.086,NA,NA,NA,NA
0.0179489358344743,0.652205989454859,0.229,0.155,1,"NANOS1","identity","migrating+mature",0.074,NA,NA,NA,NA
0.018144136824907,0.813734323161685,0.109,0.057,1,"SLC48A1","identity","migrating+mature",0.052,NA,NA,NA,NA
0.0185108568943307,0.738518702182551,0.138,0.079,1,"FAM222A","identity","migrating+mature",0.059,NA,NA,NA,NA
0.018661140598333,0.393557532983665,0.46,0.399,1,"TPGS1","identity","migrating+mature",0.061,NA,NA,NA,NA
0.0187629654673218,0.911682606723174,0.1,0.051,1,"RNF166","identity","migrating+mature",0.049,NA,NA,NA,NA
0.0190361561126196,0.761558795334947,0.287,0.218,1,"NT5DC2","identity","migrating+mature",0.069,NA,NA,NA,NA
0.0190782744602037,0.771053936913981,0.258,0.19,1,"RNF114","identity","migrating+mature",0.068,NA,NA,NA,NA
0.0192019169202168,0.484703858458027,0.24,0.168,1,"ZMYND19","identity","migrating+mature",0.072,NA,NA,NA,NA
0.0199950231983782,0.341542095319383,0.607,0.547,1,"ATAT1","identity","migrating+mature",0.0599999999999999,NA,NA,NA,NA
0.020389616279289,0.262033687719825,0.853,0.82,1,"VAPA","identity","migrating+mature",0.033,NA,NA,NA,NA
0.0207706062389503,0.398560465266735,0.469,0.411,1,"PXMP2","identity","migrating+mature",0.058,NA,NA,NA,NA
0.0209864578918553,0.495102861386916,0.167,0.104,1,"PMEPA1","identity","migrating+mature",0.063,NA,NA,NA,NA
0.0212180481101439,0.296895068749908,0.463,0.38,1,"NKIRAS2","identity","migrating+mature",0.083,NA,NA,NA,NA
0.0213211013999407,0.997288115351032,0.106,0.057,1,"IFT80","identity","migrating+mature",0.049,NA,NA,NA,NA
0.0213544470177881,0.260558203985712,0.771,0.744,1,"TMEM132A","identity","migrating+mature",0.027,NA,NA,NA,NA
0.0219287216289282,0.56113107058517,0.299,0.225,1,"NRM","identity","migrating+mature",0.074,NA,NA,NA,NA
0.0221374306331901,0.637469853392975,0.17,0.108,1,"NPRL2","identity","migrating+mature",0.062,NA,NA,NA,NA
0.0227226825925789,0.968340551024974,0.106,0.057,1,"SAMD10","identity","migrating+mature",0.049,NA,NA,NA,NA
0.0230897022719719,0.688945649305727,0.326,0.263,1,"TLE1","identity","migrating+mature",0.063,NA,NA,NA,NA
0.0234037825706449,0.39039155699689,0.37,0.304,1,"ZNF622","identity","migrating+mature",0.066,NA,NA,NA,NA
0.0234309230676213,0.381932167554697,0.331,0.256,1,"RAPGEF5","identity","migrating+mature",0.075,NA,NA,NA,NA
0.0236064017827847,0.699657446076134,0.185,0.123,1,"PTCH1","identity","migrating+mature",0.062,NA,NA,NA,NA
0.023616257423052,0.363730078732003,0.481,0.408,1,"ASF1A","identity","migrating+mature",0.073,NA,NA,NA,NA
0.0239321427658794,0.426527102015836,0.346,0.272,1,"ARHGAP33","identity","migrating+mature",0.074,NA,NA,NA,NA
0.0246297755738065,0.628993489746139,0.202,0.136,1,"SH3GL1","identity","migrating+mature",0.066,NA,NA,NA,NA
0.024774462946156,0.255202227354569,0.446,0.37,1,"IGFBPL1","identity","migrating+mature",0.076,NA,NA,NA,NA
0.0249597957629456,0.493200115510143,0.405,0.342,1,"PLXNA1","identity","migrating+mature",0.063,NA,NA,NA,NA
0.0251588056711446,0.461607461752405,0.246,0.177,1,"RCAN3","identity","migrating+mature",0.069,NA,NA,NA,NA
0.0252199215723271,0.768493544006148,0.185,0.123,1,"PTDSS1","identity","migrating+mature",0.062,NA,NA,NA,NA
0.0252784812343206,0.734390417776396,0.109,0.06,1,"LYPD1","identity","migrating+mature",0.049,NA,NA,NA,NA
0.0252955139442632,0.55760132059857,0.208,0.142,1,"THY1","identity","migrating+mature",0.066,NA,NA,NA,NA
0.0253540035226369,1.12163364666653,0.141,0.089,1,"CACNA2D2","identity","migrating+mature",0.052,NA,NA,NA,NA
0.0256858618152855,0.407763243203814,0.437,0.354,1,"HIP1R","identity","migrating+mature",0.083,NA,NA,NA,NA
0.026010658152673,0.317947383297449,0.613,0.557,1,"MAP1A","identity","migrating+mature",0.0559999999999999,NA,NA,NA,NA
0.0261629537428321,0.255049916772224,0.883,0.848,1,"CDH2","identity","migrating+mature",0.035,NA,NA,NA,NA
0.0265403569271027,0.364703022094995,0.434,0.351,1,"CTNNA1","identity","migrating+mature",0.083,NA,NA,NA,NA
0.0265936144846676,0.489871267042578,0.44,0.377,1,"C1orf35","identity","migrating+mature",0.063,NA,NA,NA,NA
0.0267100234740014,0.433889075219807,0.352,0.272,1,"BTBD7","identity","migrating+mature",0.08,NA,NA,NA,NA
0.0268811865365934,0.741268507472133,0.147,0.092,1,"MFSD1","identity","migrating+mature",0.055,NA,NA,NA,NA
0.0277400275732454,0.907374575116164,0.138,0.085,1,"C2orf80","identity","migrating+mature",0.053,NA,NA,NA,NA
0.0280916732667751,0.554748104053392,0.208,0.142,1,"AC009414.2","identity","migrating+mature",0.066,NA,NA,NA,NA
0.0281668655069491,0.318689015594804,0.713,0.75,1,"DNER","identity","migrating+mature",-0.037,NA,NA,NA,NA
0.0281948803595452,0.591973350608424,0.311,0.244,1,"ECI1","identity","migrating+mature",0.067,NA,NA,NA,NA
0.0290120599475199,0.531083405050731,0.408,0.339,1,"EFNA5","identity","migrating+mature",0.069,NA,NA,NA,NA
0.0292934120472361,0.736988195369332,0.164,0.108,1,"CANT1","identity","migrating+mature",0.056,NA,NA,NA,NA
0.0296904213401244,0.369675697732751,0.522,0.468,1,"MAGEH1","identity","migrating+mature",0.054,NA,NA,NA,NA
0.0299694177247465,0.325074959497956,0.677,0.671,1,"PHYHIPL","identity","migrating+mature",0.006,NA,NA,NA,NA
0.0302384723352257,1.02421648224705,0.106,0.06,1,"GINS2","identity","migrating+mature",0.046,NA,NA,NA,NA
0.0304374438538561,0.512622444252065,0.246,0.18,1,"TENM2","identity","migrating+mature",0.066,NA,NA,NA,NA
0.0313658329134843,0.257930536861491,0.757,0.715,1,"MIDN","identity","migrating+mature",0.042,NA,NA,NA,NA
0.0317805951137984,0.341639669148895,0.24,0.174,1,"NUP93","identity","migrating+mature",0.066,NA,NA,NA,NA
0.0321653217103067,0.252725988380568,0.572,0.487,1,"MESD","identity","migrating+mature",0.085,NA,NA,NA,NA
0.0326063706812249,0.571936464248038,0.22,0.158,1,"BRMS1","identity","migrating+mature",0.062,NA,NA,NA,NA
0.032915090744064,0.544130552640235,0.425,0.364,1,"POLE3","identity","migrating+mature",0.061,NA,NA,NA,NA
0.0333958140674539,0.416112699697842,0.196,0.133,1,"SH2B2","identity","migrating+mature",0.063,NA,NA,NA,NA
0.033518981696974,1.05516982269111,0.173,0.12,1,"KLHL13","identity","migrating+mature",0.053,NA,NA,NA,NA
0.0351607388623663,0.614280520369423,0.214,0.152,1,"PPP2R5B","identity","migrating+mature",0.062,NA,NA,NA,NA
0.0352670580790485,0.941004522808007,0.176,0.123,1,"RPP21","identity","migrating+mature",0.053,NA,NA,NA,NA
0.035576341241869,0.640115435910831,0.164,0.108,1,"LIMK2","identity","migrating+mature",0.056,NA,NA,NA,NA
0.0364324367824839,0.620974571236213,0.103,0.057,1,"RNPEPL1","identity","migrating+mature",0.046,NA,NA,NA,NA
0.0364760773871619,0.750321943770226,0.106,0.06,1,"ZDHHC14","identity","migrating+mature",0.046,NA,NA,NA,NA
0.0365634189940243,0.418250377535418,0.501,0.437,1,"MAP1LC3A","identity","migrating+mature",0.064,NA,NA,NA,NA
0.0366889887855893,0.471241192368457,0.299,0.234,1,"TBC1D24","identity","migrating+mature",0.065,NA,NA,NA,NA
0.0380516671641444,0.283841447327458,0.578,0.522,1,"VTI1B","identity","migrating+mature",0.0559999999999999,NA,NA,NA,NA
0.0383206054959408,0.390994075434342,0.279,0.209,1,"PDP1","identity","migrating+mature",0.07,NA,NA,NA,NA
0.0384247342479755,0.628687588520641,0.182,0.123,1,"GPSM1","identity","migrating+mature",0.059,NA,NA,NA,NA
0.0384862660123926,0.525620693511327,0.161,0.104,1,"AACS","identity","migrating+mature",0.057,NA,NA,NA,NA
0.0385902269685361,0.691738658600224,0.144,0.092,1,"BLOC1S5","identity","migrating+mature",0.052,NA,NA,NA,NA
0.0388490842871775,0.751297175803348,0.109,0.063,1,"KIAA1549L","identity","migrating+mature",0.046,NA,NA,NA,NA
0.0389773525467753,0.413874575853625,0.446,0.389,1,"KLF7","identity","migrating+mature",0.057,NA,NA,NA,NA
0.0390684664170621,0.444730981511218,0.352,0.285,1,"NME4","identity","migrating+mature",0.067,NA,NA,NA,NA
0.039409708870231,0.719016157491577,0.258,0.196,1,"NKAIN3","identity","migrating+mature",0.062,NA,NA,NA,NA
0.0408615040784517,0.452045193700811,0.331,0.263,1,"GSKIP","identity","migrating+mature",0.068,NA,NA,NA,NA
0.0410403367787407,0.276161886528225,0.587,0.528,1,"TTLL7","identity","migrating+mature",0.0589999999999999,NA,NA,NA,NA
0.0420494749867801,0.267444700364306,0.762,0.709,1,"SEPT2","identity","migrating+mature",0.053,NA,NA,NA,NA
0.0422487307314534,0.301301647534704,0.704,0.693,1,"TMCO1","identity","migrating+mature",0.011,NA,NA,NA,NA
0.0434184078729214,0.6586261382994,0.194,0.139,1,"JPT2","identity","migrating+mature",0.055,NA,NA,NA,NA
0.0437694727307556,0.402170795709393,0.352,0.278,1,"NAPG","identity","migrating+mature",0.074,NA,NA,NA,NA
0.0437882568016184,0.448405110191988,0.44,0.392,1,"ST8SIA2","identity","migrating+mature",0.048,NA,NA,NA,NA
0.0443041461139633,0.650240927988981,0.161,0.108,1,"TMEM198","identity","migrating+mature",0.053,NA,NA,NA,NA
0.0449553435403831,0.576483851136004,0.246,0.187,1,"CRELD2","identity","migrating+mature",0.059,NA,NA,NA,NA
0.0453124948537647,0.350446376718616,0.501,0.424,1,"FAM215B","identity","migrating+mature",0.077,NA,NA,NA,NA
0.0456926908923228,0.567264639264137,0.264,0.199,1,"RNF157","identity","migrating+mature",0.065,NA,NA,NA,NA
0.0459929554557223,0.441675932319766,0.282,0.215,1,"SLF2","identity","migrating+mature",0.067,NA,NA,NA,NA
0.0460200396142875,0.446904308829351,0.194,0.136,1,"OSBPL1A","identity","migrating+mature",0.058,NA,NA,NA,NA
0.046478923435153,0.306359933419843,0.496,0.415,1,"TRNAU1AP","identity","migrating+mature",0.081,NA,NA,NA,NA
0.0467563334826374,0.433625866134985,0.261,0.203,1,"CCM2","identity","migrating+mature",0.058,NA,NA,NA,NA
0.0470195881549405,0.631965359467423,0.135,0.085,1,"SEMA4C","identity","migrating+mature",0.05,NA,NA,NA,NA
0.0470630966768221,0.844450329865891,0.167,0.117,1,"CITED1","identity","migrating+mature",0.05,NA,NA,NA,NA
0.0480971512813554,0.665480579419577,0.196,0.142,1,"CCZ1B","identity","migrating+mature",0.054,NA,NA,NA,NA
0.048213225585612,0.38636723095815,0.331,0.256,1,"DCAF10","identity","migrating+mature",0.075,NA,NA,NA,NA
0.0483385155929191,0.542642487863062,0.188,0.133,1,"CHRAC1","identity","migrating+mature",0.055,NA,NA,NA,NA
0.0487441336478057,0.753911545204542,0.129,0.082,1,"DVL1","identity","migrating+mature",0.047,NA,NA,NA,NA
0.0491843945670006,0.452397656260948,0.226,0.168,1,"FGFBP3","identity","migrating+mature",0.058,NA,NA,NA,NA
0.0504824822936451,0.265481976955849,0.513,0.44,1,"NMNAT2","identity","migrating+mature",0.073,NA,NA,NA,NA
0.0507036619439014,0.34066430038269,0.387,0.326,1,"CDS2","identity","migrating+mature",0.061,NA,NA,NA,NA
0.0507091173157209,0.297069849536221,0.367,0.294,1,"CCDC174","identity","migrating+mature",0.073,NA,NA,NA,NA
0.0508217057282742,0.271906367206452,0.68,0.639,1,"IGFBP2","identity","migrating+mature",0.041,NA,NA,NA,NA
0.0509297865040868,0.710838758779403,0.117,0.073,1,"MMRN1","identity","migrating+mature",0.044,NA,NA,NA,NA
0.0518809142811457,1.00460883093172,0.111,0.07,1,"CBWD5","identity","migrating+mature",0.041,NA,NA,NA,NA
0.0519994346966687,0.444331547446693,0.194,0.136,1,"HDAC8","identity","migrating+mature",0.058,NA,NA,NA,NA
0.0522743188900948,0.255230732219194,0.698,0.658,1,"CSTB","identity","migrating+mature",0.0399999999999999,NA,NA,NA,NA
